Original Gene ID	Gene.Name	Chr	Start	End	Strand	Length	logFC	AveExpr	t	P.Value	adj.P.Val	B
ENSRNOG00000045771	Chl1	4	136291463	136503265	+	211803	0.1483	8.0342	0.673414096	0.516017188	0.91840777	-5.764110464
ENSRNOG00000031222		X	139531708	139710660	+	178953	-0.0310	10.2988	-0.121803257	0.905479175	0.990148997	-5.764863881
ENSRNOG00000060185	Kansl2	7	129669031	129685725	-	16695	-0.0371	3.6776	-0.14555907	0.887175392	0.987957988	-5.765290211
ENSRNOG00000014876	Lpin2	9	111083745	111158193	+	74449	0.1459	6.1158	0.819557291	0.431657806	0.895070546	-5.765336736
ENSRNOG00000009661	Tgds	15	95174608	95195554	-	20947	0.0452	3.7016	0.176317203	0.863580993	0.984265694	-5.765812581
ENSRNOG00000007992	Srsf10	5	148088823	148101768	+	12946	0.0048	3.6312	0.018608456	0.985521241	0.999591447	-5.765938175
ENSRNOG00000015502	Hiatl3	2	204579174	204659319	-	80146	0.1556	5.6602	0.812698745	0.435400749	0.895070546	-5.766023298
ENSRNOG00000065229		X	120936159	120938200	+	2042	-0.0057	3.6313	-0.020600317	0.983971656	0.999591447	-5.766051266
ENSRNOG00000066426		1	213667686	213669471	+	1786	0.0890	3.9127	0.353519761	0.731073	0.963663983	-5.766054327
ENSRNOG00000017513	Miga2	3	13636238	13658896	+	22659	0.0344	3.6769	0.13561488	0.894829554	0.987957988	-5.766827263
ENSRNOG00000004291	Cltc	10	71517663	71573737	-	56075	0.1318	8.2521	0.638172988	0.537767953	0.921893255	-5.767375224
ENSRNOG00000019959	Kcnc3	1	95080960	95095160	+	14201	0.0513	3.7263	0.203852181	0.84257708	0.980989645	-5.767417426
ENSRNOG00000018657	Scrn3	3	58188889	58213623	+	24735	-0.1287	4.3743	-0.562504165	0.586218988	0.931492419	-5.767902064
ENSRNOG00000009114	Fam110b	5	18789389	18929828	+	140440	-0.1474	6.8223	-0.787779311	0.449181606	0.901663217	-5.767987336
ENSRNOG00000054352	Atp6ap1	X	152079865	152087034	+	7170	0.1457	5.1200	0.75131207	0.469858204	0.904774112	-5.768082223
ENSRNOG00000018194	Srrm1	5	147559514	147591849	-	32336	-0.1475	6.1082	-0.816450883	0.433350402	0.895070546	-5.768366242
ENSRNOG00000059492	Zfp160	1	60683592	60706643	+	23052	-0.1202	4.3413	-0.54830563	0.595566456	0.933386676	-5.768694004
ENSRNOG00000071192		5	137984348	137989617	-	5270	0.0053	3.6449	0.0204395	0.984096762	0.999591447	-5.76901092
ENSRNOG00000027988	Zhx3	3	149417818	149527079	-	109262	-0.1442	7.0868	-0.768412391	0.460087444	0.903888608	-5.769102646
ENSRNOG00000025991	Pex1	4	30519955	30558921	-	38967	-0.1544	5.6577	-0.80476641	0.439756621	0.896079328	-5.769514034
ENSRNOG00000070619		7	15903881	15929311	-	25431	-0.1623	5.4032	-0.784553644	0.450986192	0.902224441	-5.769658414
ENSRNOG00000022939	Gpkow	X	14791610	14806384	-	14775	-0.0428	3.7119	-0.163096728	0.873706572	0.98586335	-5.769958853
ENSRNOG00000030126	Clk3	8	58152155	58168181	-	16027	0.0722	3.8510	0.295407464	0.773753905	0.971474775	-5.770216423
ENSRNOG00000056562	Olfml1	1	161478242	161502537	+	24296	0.0711	3.8211	0.272170758	0.791053884	0.973674513	-5.770600421
ENSRNOG00000034066	Hspa8	8	41183264	41187259	+	3996	0.1445	6.5725	0.799033323	0.442922772	0.897043655	-5.77066954
ENSRNOG00000004103	Trappc6b	6	76740898	76752024	-	11127	-0.0488	3.7443	-0.19441733	0.849760391	0.982365003	-5.771266216
ENSRNOG00000053362	Gabarapl1	4	162980249	162989450	+	9202	0.1656	5.8495	0.811086316	0.436283843	0.895070546	-5.771479245
ENSRNOG00000002271	Slain2	14	35236041	35304678	-	68638	-0.1571	5.9293	-0.810618977	0.436540018	0.895070546	-5.771520688
ENSRNOG00000009683	Sdcbp	5	19489961	19527572	+	37612	0.1459	6.6689	0.792665624	0.446457015	0.898733533	-5.77164728
ENSRNOG00000028302	Smarcb1	20	12741477	12763620	+	22144	-0.0330	3.6888	-0.120074822	0.906813338	0.990148997	-5.771738426
ENSRNOG00000032735	Srek1	2	34852458	34884972	-	32515	-0.1448	6.3856	-0.803784656	0.440297736	0.896079328	-5.772745837
ENSRNOG00000036664	Narf	10	106519444	106537486	+	18043	-0.1285	4.5680	-0.620284435	0.549009874	0.923161082	-5.772788728
ENSRNOG00000011078	Srm	5	159025873	159029405	+	3533	0.0235	3.6771	0.091491136	0.928917713	0.993631975	-5.77362969
ENSRNOG00000014478	Fndc3a	15	47689919	47866784	-	176866	-0.1553	7.2225	-0.750705185	0.470207389	0.904774112	-5.774036979
ENSRNOG00000007077	Fem1b	8	63265301	63278577	-	13277	0.1053	4.1597	0.463054509	0.653285418	0.948166296	-5.774232414
ENSRNOG00000054257	Adam10	8	71345837	71477889	+	132053	0.1531	6.1248	0.810418053	0.436650186	0.895070546	-5.77488435
ENSRNOG00000001331	Rnf34	12	33703673	33724586	-	20914	0.0784	3.8840	0.304597309	0.76694708	0.969756147	-5.774919686
ENSRNOG00000000968	Rnf6	12	8816833	8826847	+	10015	0.0712	3.8522	0.280237814	0.785033814	0.973674513	-5.774985434
ENSRNOG00000020358	Ptov1	1	95347068	95353613	-	6546	0.0889	3.9915	0.375487735	0.715176886	0.962501953	-5.775041845
ENSRNOG00000015173	Mbtps1	19	47561598	47612791	-	51194	-0.1433	5.3786	-0.775247351	0.456219103	0.902705895	-5.77506566
ENSRNOG00000019529	Btbd1	1	135734589	135771981	-	37393	0.1446	6.1267	0.810107143	0.436820698	0.895070546	-5.775135202
ENSRNOG00000009983	Lrrc42	5	122014678	122035829	-	21152	-0.0063	3.6720	-0.024393682	0.981020772	0.999591447	-5.775160915
ENSRNOG00000026963	Hsp90b1	7	21110457	21124788	-	14332	-0.1361	7.6606	-0.703320532	0.497979323	0.911825778	-5.775406237
ENSRNOG00000004300	Gtf2a1	6	110488931	110521511	-	32581	0.1216	4.3263	0.535043908	0.604367709	0.936566634	-5.775586495
ENSRNOG00000008214	Fbxo9	8	78958483	78983949	-	25467	0.1424	5.2438	0.760846145	0.464394347	0.904744118	-5.775977572
ENSRNOG00000039241	Ythdc2	18	37265836	37331023	+	65188	-0.1441	6.4064	-0.797491989	0.443776553	0.897406386	-5.776013948
ENSRNOG00000065163		3	36878660	36880280	-	1621	0.1012	4.0779	0.420599826	0.682985004	0.95405711	-5.776426897
ENSRNOG00000002546	Rchy1	14	16113224	16129167	+	15944	0.1027	4.1498	0.454297375	0.659361993	0.948882367	-5.777366164
ENSRNOG00000053680	Kansl1	10	89237667	89366951	-	129285	-0.1363	7.6189	-0.705723025	0.496547258	0.911455787	-5.777579741
ENSRNOG00000038868	Iqcb1	11	63905590	63960093	-	54504	-0.1459	5.9710	-0.804846731	0.43971237	0.896079328	-5.77774697
ENSRNOG00000009990	Zranb2	2	246573166	246586942	+	13777	0.1424	6.8582	0.773590024	0.457155144	0.902705895	-5.777877561
ENSRNOG00000057806	Trpm7	3	114046258	114135190	-	88933	-0.1425	7.1720	-0.749632676	0.470824887	0.904774112	-5.778032956
ENSRNOG00000004143	Adipor1	13	45859533	45879241	+	19709	0.1128	4.2755	0.509720514	0.621359158	0.940759546	-5.778135385
ENSRNOG00000010434	Dync1li1	8	114376662	114410934	+	34273	-0.1375	5.0146	-0.719106008	0.488616626	0.907960375	-5.778402248
ENSRNOG00000064112	Arl5b	17	77955818	77979854	+	24037	-0.0873	3.9954	-0.36405643	0.72343138	0.963663983	-5.778900892
ENSRNOG00000010595	Rbm45	3	61305924	61320952	+	15029	-0.0893	4.0230	-0.376784762	0.714242714	0.962501953	-5.779038016
ENSRNOG00000006608	Tmem70	5	2637102	2654729	-	17628	-0.0541	3.7910	-0.203134112	0.843123265	0.980989645	-5.779568149
ENSRNOG00000017029	Snx1	8	66630086	66670360	-	40275	-0.1193	4.4280	-0.558627255	0.588763496	0.932607288	-5.779921279
ENSRNOG00000002773	Rgs4	13	81936775	81943068	-	6294	-0.2043	5.0372	-0.71815126	0.489179776	0.90847243	-5.78022804
ENSRNOG00000015546	MGC116121	18	15779368	15787894	+	8527	-0.0554	3.8146	-0.225533742	0.826128021	0.980554331	-5.780325254
ENSRNOG00000006642	Yipf6	X	64040952	64054702	+	13751	0.1429	5.5046	0.780029367	0.453525264	0.902224441	-5.780589507
ENSRNOG00000057988	Pfkm	7	129221653	129259192	+	37540	0.1421	5.0638	0.729127062	0.482730226	0.90674657	-5.780932486
ENSRNOG00000027282	Cep68	14	94449055	94470517	-	21463	-0.1253	4.5078	-0.584726573	0.571748683	0.929048089	-5.780969082
ENSRNOG00000019295	Rab12	9	106480301	106506910	-	26610	0.1422	5.5285	0.783721883	0.451452286	0.902224441	-5.78130282
ENSRNOG00000020411	Sec23ip	1	183321075	183363920	+	42846	0.1298	4.6983	0.648349339	0.531432768	0.919621074	-5.781485903
ENSRNOG00000016462	Zfp87	1	35052633	35063335	-	10703	0.0678	3.8625	0.267286033	0.794706179	0.974344839	-5.781512812
ENSRNOG00000010819	Hspa4l	2	123740384	123793084	+	52701	0.1423	7.1774	0.745244068	0.473357015	0.904774112	-5.78181659
ENSRNOG00000012738	Eif3m	3	91416325	91442392	-	26068	0.1417	5.1643	0.740982518	0.475824109	0.904774112	-5.782290918
ENSRNOG00000013756	Snrnp48	17	26596275	26616040	-	19766	-0.1420	5.3443	-0.76093903	0.464341317	0.904744118	-5.783109045
ENSRNOG00000004229	Tac3	7	63562552	63569170	+	6619	0.0253	3.7275	0.083412449	0.935177523	0.994685001	-5.783441851
ENSRNOG00000024140	Sft2d1	1	52409690	52425746	-	16057	-0.0169	3.7212	-0.060883034	0.952657662	0.996933233	-5.783448293
ENSRNOG00000003508	Ergic1	10	16531194	16626957	-	95764	0.1421	5.9463	0.800037888	0.442366904	0.897043655	-5.783581846
ENSRNOG00000016974	Ppp1r7	9	93886143	93914850	+	28708	-0.1649	6.4124	-0.787039593	0.449595019	0.901668819	-5.783803703
ENSRNOG00000009451	Prpf38a	5	123311482	123323972	-	12491	0.0097	3.7152	0.038074858	0.970380932	0.998817606	-5.783984181
ENSRNOG00000045743	Etnppl	2	219172978	219192212	+	19235	0.0126	3.7197	0.04500656	0.964992342	0.998817606	-5.784067967
ENSRNOG00000022248	Fbxl16	10	14829449	14840986	+	11538	-0.1924	4.5212	-0.572298043	0.579817418	0.929802018	-5.784278036
ENSRNOG00000052025	Tle5	7	8143357	8150113	-	6757	0.0662	3.8557	0.247809152	0.809319969	0.977579877	-5.784306668
ENSRNOG00000008249	Brms1l	6	73266691	73300631	+	33941	-0.1356	4.9991	-0.707416365	0.49553943	0.9112897	-5.784567516
ENSRNOG00000010587	Crnkl1	3	133337039	133354302	-	17264	0.0156	3.7230	0.060896752	0.95264701	0.996933233	-5.784605607
ENSRNOG00000018387	Wdr7	18	57165488	57448540	+	283053	-0.1282	8.0570	-0.638349837	0.537657484	0.921893255	-5.784705221
ENSRNOG00000001427	Orai2	12	20497317	20520428	+	23112	0.2392	4.7979	0.670726699	0.517657105	0.91840777	-5.784754552
ENSRNOG00000059720	Syp	X	14849444	14864745	-	15302	0.1445	7.0751	0.745216361	0.473373029	0.904774112	-5.784779812
ENSRNOG00000053889	Celsr3	8	109530641	109558354	+	27714	-0.1173	4.4334	-0.551225942	0.59363748	0.933383609	-5.784827825
ENSRNOG00000000236	Zfp207	10	65385740	65397386	+	11647	-0.1419	6.3473	-0.788446917	0.448808708	0.901169322	-5.785215836
ENSRNOG00000027906	Ankrd11	19	50940299	51098962	-	158664	-0.1364	7.4575	-0.712557182	0.492487508	0.911120708	-5.785325636
ENSRNOG00000009716	Casc3	10	83769001	83788966	+	19966	-0.0164	3.7306	-0.063939406	0.950284519	0.996933233	-5.785340666
ENSRNOG00000020373	Dap3	2	174318983	174346461	-	27479	0.0996	4.1587	0.440109606	0.669262159	0.952030111	-5.785359306
ENSRNOG00000015121	N4bp1	19	20222776	20273570	+	50795	-0.1454	5.4632	-0.768467718	0.460056046	0.903888608	-5.785536173
ENSRNOG00000008117	Galnt11	4	9837629	9871140	-	33512	-0.1389	4.8691	-0.679150339	0.512527234	0.916984436	-5.785732822
ENSRNOG00000029799	Tomm34	3	152729349	152746373	-	17025	0.0356	3.7695	0.143723615	0.888587273	0.987957988	-5.785816065
ENSRNOG00000005877	Lrpprc	6	9859867	9942293	+	82427	-0.1412	6.4775	-0.783084323	0.451809769	0.902224441	-5.785920129
ENSRNOG00000005882	Tle1	5	85851827	85934774	-	82948	-0.1415	6.3273	-0.783835645	0.451388518	0.902224441	-5.786005961
ENSRNOG00000011008	Bet1	4	32116235	32126617	-	10383	-0.0388	3.7581	-0.141160969	0.890559212	0.987957988	-5.786419312
ENSRNOG00000064516	Rtl6	7	115684739	115690052	-	5314	-0.0518	3.8044	-0.18118005	0.859862939	0.984265694	-5.786798992
ENSRNOG00000002989	Nmt1	10	87988826	88022648	+	33823	0.1401	4.8103	0.669621587	0.518332376	0.919121115	-5.786889622
ENSRNOG00000059876	Fsd1l	5	68258932	68334928	+	75997	0.1822	6.1560	0.792761882	0.446403452	0.898733533	-5.787239577
ENSRNOG00000070974	Rpl7a	3	10239001	10241716	+	2716	0.1252	4.1455	0.429442998	0.676749453	0.953705239	-5.787350088
ENSRNOG00000064764	Kbtbd7	15	54806873	54811687	+	4815	-0.0573	3.8518	-0.231092624	0.821924518	0.980104239	-5.787497731
ENSRNOG00000015534	Cnep1r1	19	18932682	18947667	-	14986	0.1031	4.1979	0.454604197	0.659148645	0.948853491	-5.787713705
ENSRNOG00000051440	Ppp1r12b	13	46201251	46397108	-	195858	-0.1354	7.4873	-0.705709431	0.496555354	0.911455787	-5.787716799
ENSRNOG00000020791	Ube2q1	2	175198873	175207942	+	9070	0.0344	3.7751	0.138100735	0.892915066	0.987957988	-5.788102203
ENSRNOG00000005096	Bzw2	6	52827661	52888628	-	60968	0.1408	5.9365	0.793593868	0.445940661	0.898618719	-5.788293569
ENSRNOG00000013141	Eno2	4	157572088	157580980	-	8893	0.1718	7.0197	0.747579768	0.472008291	0.904774112	-5.788359885
ENSRNOG00000012716	Chd2	1	127190059	127300502	-	110444	-0.1422	7.2852	-0.725252779	0.485000697	0.906864384	-5.78838038
ENSRNOG00000016046	Hecw1	17	50670954	51080720	+	409767	-0.1442	8.0564	-0.631372178	0.542026081	0.921893255	-5.789094897
ENSRNOG00000031731	Fam216a	12	34198526	34207665	+	9140	-0.0353	3.7854	-0.141237488	0.89050032	0.987957988	-5.789122317
ENSRNOG00000017023	Tcf25	19	51415543	51449723	+	34181	0.1455	6.4015	0.782894914	0.451916007	0.902224441	-5.789389393
ENSRNOG00000046460	AABR07022144.1	13	102634258	102649063	-	14806	0.0281	3.7655	0.102713463	0.920230571	0.992272561	-5.789893342
ENSRNOG00000018650	Ap3m2	16	69217633	69235431	+	17799	-0.1033	4.1695	-0.429523193	0.676693021	0.953705239	-5.790544209
ENSRNOG00000031328	Zfp110	1	73445336	73461086	+	15751	0.0628	3.8911	0.252332892	0.80591864	0.976054461	-5.790736355
ENSRNOG00000053230	Cep20	10	714151	736837	+	22687	-0.0311	3.7791	-0.114929731	0.910786571	0.990148997	-5.791220559
ENSRNOG00000020179	Nt5c2	1	245772277	245897913	-	125637	-0.1494	6.5124	-0.774505141	0.456638141	0.902705895	-5.791311263
ENSRNOG00000057096	Gnai1	4	16814001	16896417	+	82417	0.1531	7.1748	0.730383605	0.481995283	0.906491984	-5.791689776
ENSRNOG00000020086	Aar2	3	145057458	145080166	+	22709	0.0085	3.7542	0.033871377	0.973649429	0.998907808	-5.791949836
ENSRNOG00000036835	Copz1	7	134409799	134435662	+	25864	0.0860	4.0471	0.361749591	0.725101704	0.963663983	-5.792202894
ENSRNOG00000012844	Tox4	15	24988853	25002833	+	13981	0.1324	4.8578	0.671796418	0.517003962	0.91840777	-5.792242891
ENSRNOG00000050197	Pdia6	6	40062926	40080613	+	17688	0.0278	3.7773	0.103316343	0.919764186	0.992272561	-5.792255527
ENSRNOG00000016677	Csnk1g3	18	47299579	47386535	+	86957	-0.1419	6.7147	-0.762196968	0.463623525	0.904735042	-5.792378344
ENSRNOG00000013340	Twsg1	9	105533136	105567479	-	34344	0.1389	5.0231	0.704331992	0.497376108	0.911825778	-5.792693568
ENSRNOG00000029598	Robo2	11	12528951	13041536	-	512586	-0.0754	9.5509	-0.320963019	0.754876879	0.969245858	-5.793108931
ENSRNOG00000006972	Zfp189	5	63872738	63884121	+	11384	-0.0621	3.8786	-0.235617506	0.818507257	0.979975724	-5.793209174
ENSRNOG00000013236	Samd8	15	2512105	2515379	+	3275	0.1288	4.7489	0.638943108	0.537286991	0.921893255	-5.79349615
ENSRNOG00000011884	Golga2	3	15584039	15604279	+	20241	0.0426	3.8167	0.159677123	0.876329634	0.986424704	-5.793498086
ENSRNOG00000010695	Pdgfc	2	166316803	166493433	+	176631	-0.1394	6.5336	-0.766976572	0.460902758	0.904609177	-5.793567412
ENSRNOG00000018294	Hspa5	3	18055405	18059891	+	4487	-0.1503	6.9241	-0.747124036	0.472271256	0.904774112	-5.793643885
ENSRNOG00000042758	Tmem243	4	24950791	24968642	-	17852	0.0557	3.8469	0.200901283	0.844822179	0.981286666	-5.793833336
ENSRNOG00000028362	Unc80	9	68011728	68187659	+	175932	-0.1215	8.3591	-0.577028903	0.576738816	0.929048089	-5.793857442
ENSRNOG00000057031	Six3	6	9036434	9053301	-	16868	0.0288	3.7835	0.104562426	0.918800323	0.992137468	-5.794127575
ENSRNOG00000063014		1	165193809	165239593	-	45785	0.1591	5.3228	0.745487975	0.473216059	0.904774112	-5.795026096
ENSRNOG00000038212	Socs6	18	82111827	82139219	-	27393	-0.1317	4.9612	-0.68280396	0.510311793	0.915776149	-5.795169103
ENSRNOG00000054514	Mkln1	4	60002464	60123993	+	121530	-0.1445	7.0865	-0.732441357	0.480793238	0.906491984	-5.795581902
ENSRNOG00000027707	Exd2	6	100116867	100150442	+	33576	-0.1296	4.7191	-0.626887911	0.544844387	0.922254787	-5.795584535
ENSRNOG00000030237	Cox7c	2	16840837	16843760	-	2924	0.1373	4.6943	0.585590479	0.571190127	0.929048089	-5.796067519
ENSRNOG00000006462	Ero1a	15	18492945	18530478	-	37534	0.1412	5.7057	0.774698086	0.456529184	0.902705895	-5.796086418
ENSRNOG00000016398	Clstn1	5	160031308	160094583	+	63276	0.1550	6.6742	0.760229895	0.464746272	0.904744118	-5.796089875
ENSRNOG00000008917	Ehbp1	14	96093327	96345332	-	252006	-0.1358	7.1568	-0.724998571	0.485149906	0.906864384	-5.79675197
ENSRNOG00000017744	Dram2	2	194035818	194063403	+	27586	-0.1287	4.7430	-0.629418042	0.543253196	0.921893255	-5.797144429
ENSRNOG00000019205	Gnpat	19	52822319	52852361	+	30043	-0.1107	4.3269	-0.487538289	0.636437813	0.945219397	-5.797746233
ENSRNOG00000003326	Rrn3	10	2129978	2165663	-	35686	-0.1255	4.6853	-0.61431254	0.552792561	0.923161082	-5.797933658
ENSRNOG00000048277	AABR07035787.1	12	19392625	19406095	+	13471	-0.0261	3.8000	-0.093367749	0.927464321	0.99345851	-5.798017109
ENSRNOG00000036676	Csnk1d	10	106221992	106256614	-	34623	-0.1279	4.8247	-0.650663013	0.529998538	0.919621074	-5.798199513
ENSRNOG00000013683	S1pr1	2	203621587	203629681	-	8095	0.1305	4.9292	0.676621067	0.514064298	0.917594939	-5.798303046
ENSRNOG00000023809	Opcml	8	26192841	27300620	+	1107780	-0.0173	10.0014	-0.065996927	0.948687227	0.996933233	-5.798861351
ENSRNOG00000012055	Man2a2	1	134306236	134327315	-	21080	0.1367	5.0965	0.708124741	0.495118199	0.911120708	-5.798878315
ENSRNOG00000017299	Phrf1	1	196333903	196366892	+	32990	-0.1088	4.3749	-0.505078254	0.624499936	0.942690014	-5.799153785
ENSRNOG00000010719	Exosc10	5	158995313	159018940	+	23628	-0.0896	4.1142	-0.380626289	0.711478799	0.962319752	-5.799223343
ENSRNOG00000004947	Zfp871	7	11845560	11868717	-	23158	-0.1319	7.7137	-0.661118319	0.523545822	0.919621074	-5.799494107
ENSRNOG00000058663	Suz12	10	64966967	65012738	+	45772	-0.1416	5.6446	-0.764611582	0.462247726	0.904625211	-5.799809286
ENSRNOG00000006143	Ngly1	15	9153738	9204630	-	50893	0.1456	5.7723	0.773233531	0.457356651	0.902705895	-5.799982608
ENSRNOG00000042458	AABR07046707.1	5	2840765	3084929	+	244165	-0.1335	8.0951	-0.607633453	0.557040655	0.924245861	-5.800232569
ENSRNOG00000010420	Sem1	4	34671848	34692005	-	20158	-0.0727	4.0147	-0.310789428	0.762372303	0.969756147	-5.800756722
ENSRNOG00000054272	Dhx57	6	14725303	14776321	+	51019	0.1429	5.5851	0.762889415	0.463228712	0.904625211	-5.800872995
ENSRNOG00000024955	Scyl2	7	24064404	24117305	-	52902	-0.1373	5.6938	-0.765928484	0.461498492	0.904625211	-5.801170583
ENSRNOG00000003578	Fem1c	18	39232900	39258692	-	25793	0.1362	5.3866	0.740546054	0.476077246	0.904774112	-5.801405105
ENSRNOG00000022482	Trappc11	16	44733169	44779322	+	46154	-0.1369	5.4299	-0.744350201	0.473873816	0.904774112	-5.802010919
ENSRNOG00000061603	Asxl1	3	141813433	141881538	+	68106	-0.1376	6.1436	-0.773216122	0.457366492	0.902705895	-5.802024313
ENSRNOG00000019152	Trpc4ap	3	144122003	144192986	-	70984	0.1410	5.3899	0.74366641	0.474269402	0.904774112	-5.802076623
ENSRNOG00000039076	Spaca6	1	58677797	58688562	+	10766	-0.0979	4.2506	-0.441685099	0.668159452	0.951640551	-5.802101583
ENSRNOG00000013412	Creb1	9	65903547	65970816	+	67270	-0.1407	6.1323	-0.772999905	0.457488738	0.902705895	-5.802244296
ENSRNOG00000018975	Atg9a	9	76677404	76687986	-	10583	0.0959	4.2076	0.425672026	0.679405364	0.953821085	-5.802437231
ENSRNOG00000009756	Pacsin2	7	114505152	114598546	-	93395	-0.1449	6.2495	-0.769814263	0.459292308	0.903150066	-5.802521283
ENSRNOG00000002320	Commd8	14	36049004	36059617	+	10614	0.0560	3.9243	0.232933555	0.820533742	0.980104239	-5.802623424
ENSRNOG00000013442	Ciz1	3	15658539	15673762	+	15224	-0.0331	3.8327	-0.116933991	0.909238493	0.990148997	-5.802721456
ENSRNOG00000010731	Gpm6a	16	36641284	36973475	-	332192	-0.0158	9.9620	-0.063280383	0.95079618	0.996933233	-5.802769756
ENSRNOG00000006030	Ptprz1	4	51397601	51595218	+	197618	-0.0951	9.0570	-0.423789717	0.68073281	0.953821085	-5.802831437
ENSRNOG00000005496	Ing3	4	50477962	50503715	+	25754	0.1202	4.4157	0.518269833	0.615595878	0.939401991	-5.803108134
ENSRNOG00000016704	Pcyox1	4	118830638	118842951	-	12314	0.1199	4.5180	0.557244642	0.589672363	0.932616619	-5.803136791
ENSRNOG00000011334	Tmem63c	6	106672934	106736990	+	64057	-0.1317	5.1158	-0.699153234	0.50046936	0.911825778	-5.803242841
ENSRNOG00000005519	Grm3	4	24365115	24609804	+	244690	0.0282	9.9092	0.115207599	0.910571924	0.990148997	-5.803303563
ENSRNOG00000023187	RGD1565685	X	10129657	10150900	+	21244	0.1378	4.6046	0.583684336	0.572422938	0.929048089	-5.803488564
ENSRNOG00000000851	Bag6	20	3675938	3688657	-	12720	0.0458	3.8745	0.173665082	0.865610243	0.984265694	-5.803793681
ENSRNOG00000012176	Rab27b	18	63600937	63757180	-	156244	-0.1992	6.4407	-0.759532243	0.465144891	0.904744118	-5.8038533
ENSRNOG00000009640	Psmf1	3	140235373	140260546	-	25174	-0.0721	4.0141	-0.301672664	0.769111111	0.970376885	-5.803877613
ENSRNOG00000020356	Zfp846	8	19119945	19137281	+	17337	0.0947	4.2154	0.425288358	0.679675843	0.953821085	-5.803920322
ENSRNOG00000022429	Minar2	18	52539917	52554461	+	14545	0.1006	4.1046	0.364090046	0.723407051	0.963663983	-5.804092945
ENSRNOG00000015202	Dnajc5	3	168621969	168655935	+	33967	0.1346	6.9781	0.730328755	0.482027349	0.906491984	-5.804142235
ENSRNOG00000006087	Rnf20	5	63976045	64001754	+	25710	-0.1439	4.8693	-0.6507168	0.529965223	0.919621074	-5.804629627
